../ecoli_genomes/GCF_000163235.1_ASM16323v1_genomic.fna.gz,../ecoli_genomes/GCF_000164555.1_ASM16455v1_genomic.fna.gz,../ecoli_genomes/GCF_000208545.1_ASM20854v2_genomic.fna.gz,../ecoli_genomes/GCF_000233875.1_ASM23387v1_genomic.fna.gz,../ecoli_genomes/GCF_000249735.1_ASM24973v2_genomic.fna.gz,../ecoli_genomes/GCF_000261145.1_Esch_coli_M919_V2_genomic.fna.gz,../ecoli_genomes/GCF_000267705.2_ASM26770v2_genomic.fna.gz,../ecoli_genomes/GCF_000350665.1_Esch_coli_KTE5_V1_genomic.fna.gz,../ecoli_genomes/GCF_000351625.1_Esch_coli_KTE66_V1_genomic.fna.gz,../ecoli_genomes/GCF_000352285.1_Esch_coli_KTE46_V1_genomic.fna.gz,../ecoli_genomes/GCF_000358895.1_ASM35889v1_genomic.fna.gz,../ecoli_genomes/GCF_000456385.1_Esch_coli_HVH_26_4-5703913_V1_genomic.fna.gz,../ecoli_genomes/GCF_000458195.1_Esch_coli_HVH_147_4-5893887_V1_genomic.fna.gz,../ecoli_genomes/GCF_000459755.1_Esch_coli_KOEGE_58_171a_V1_genomic.fna.gz,../ecoli_genomes/GCF_000460055.1_Esch_coli_UMEA_3053-1_V1_genomic.fna.gz,../ecoli_genomes/GCF_000462165.2_ASM46216v2_genomic.fna.gz,../ecoli_genomes/GCF_000601135.1_ASM60113v1_genomic.fna.gz,../ecoli_genomes/GCF_000614595.1_Ec2010EL1058_genomic.fna.gz,../ecoli_genomes/GCF_000617745.1_Ec2010C-4529_genomic.fna.gz,../ecoli_genomes/GCF_000618265.2_EcF6751_genomic.fna.gz,../ecoli_genomes/GCF_000619005.2_Ec2009C-4052_genomic.fna.gz,../ecoli_genomes/GCF_000619105.1_Ec2009C-4780_genomic.fna.gz,../ecoli_genomes/GCF_000619765.2_Ec2009C-3279_genomic.fna.gz,../ecoli_genomes/GCF_000687005.1_ASM68700v1_genomic.fna.gz,../ecoli_genomes/GCF_000687025.1_ASM68702v1_genomic.fna.gz,../ecoli_genomes/GCF_000700125.1_ASM70012v1_genomic.fna.gz,../ecoli_genomes/GCF_000753315.1_FHI35_genomic.fna.gz,../ecoli_genomes/GCF_000776375.1_ASM77637v1_genomic.fna.gz,../ecoli_genomes/GCF_000779395.1_ASM77939v1_genomic.fna.gz,../ecoli_genomes/GCF_000780315.1_ASM78031v1_genomic.fna.gz,../ecoli_genomes/GCF_000781995.1_ASM78199v1_genomic.fna.gz,../ecoli_genomes/GCF_000986765.1_ASM98676v1_genomic.fna.gz,../ecoli_genomes/GCF_001041375.1_ViralProj287958_genomic.fna.gz,../ecoli_genomes/GCF_001265335.1_302014_genomic.fna.gz,../ecoli_genomes/GCF_001265625.1_100854_genomic.fna.gz,../ecoli_genomes/GCF_001267345.1_303289_genomic.fna.gz,../ecoli_genomes/GCF_001309985.1_ASM130998v1_genomic.fna.gz,../ecoli_genomes/GCF_001521695.1_ASM152169v1_genomic.fna.gz,../ecoli_genomes/GCF_001592595.1_ASM159259v1_genomic.fna.gz,../ecoli_genomes/GCF_001614975.1_ASM161497v1_genomic.fna.gz,../ecoli_genomes/GCF_001692775.1_ASM169277v1_genomic.fna.gz,../ecoli_genomes/GCF_001748915.1_ASM174891v1_genomic.fna.gz,../ecoli_genomes/GCF_001749235.1_ASM174923v1_genomic.fna.gz,../ecoli_genomes/GCF_001881155.1_ASM188115v1_genomic.fna.gz,../ecoli_genomes/GCF_001881345.1_ASM188134v1_genomic.fna.gz,../ecoli_genomes/GCF_001892405.1_ASM189240v1_genomic.fna.gz,../ecoli_genomes/GCF_001892585.1_ASM189258v1_genomic.fna.gz,../ecoli_genomes/GCF_001893985.1_ASM189398v1_genomic.fna.gz,../ecoli_genomes/GCF_002001595.1_ASM200159v1_genomic.fna.gz,../ecoli_genomes/GCF_002002145.1_ASM200214v1_genomic.fna.gz
1.0,0.7737030010590011,0.7508961112778892,0.7600690314058157,0.7437167699968239,0.7624309883138952,0.7628538955499823,0.7680256459147795,0.7950433486927965,0.765798882490248,0.7788485117096209,0.7639243975664476,0.7771812190098211,0.7577798242242109,0.7529494334722644,0.7670883604193124,0.7511069242893156,0.7706661775793302,0.772399477701006,0.7671221622155338,0.7727195058737973,0.7623426320672451,0.7768873607249157,0.7406328027725246,0.737372383426047,0.7434476564144874,0.7707469181709133,0.7616239483659403,0.78159227564879,0.7962516628266267,0.747993745870874,0.7711058374519462,0.05997747104512885,0.7785610409179815,0.769557136574279,0.762775355481082,0.7591553277406641,0.7736871648583535,0.7197805679048908,0.7789876362327958,0.7555221335569943,0.7738835011777635,0.7773271873967224,0.7658034711847244,0.7676605847376519,0.7717172994234771,0.7713025950687279,0.7717390290679705,0.7666094885441673,0.7818258800157725
0.7737030010590011,1.0,0.7422910735503971,0.7619903559413975,0.759247231151139,0.8103818846571603,0.7698387399631962,0.7682661279155398,0.7638646872456946,0.7722959435179448,0.7939640107645893,0.7774479637008741,0.7990762154815791,0.7651944742705828,0.7581930021460345,0.7738109814381655,0.778812855282852,0.7969275923218939,0.7931964571400243,0.7737275177746307,0.7954020134138391,0.7759341707368423,0.7982483464095809,0.7825932200241242,0.7834119620214703,0.7719516081489262,0.8033670342165469,0.7689045692124701,0.7777338482325519,0.767519480841826,0.7577068301895298,0.7885736998902338,0.06331952763776061,0.7943525154901334,0.8236607882725719,0.7661095882804528,0.7644991302815354,0.7994766872749018,0.716199494752719,0.8014393687949932,0.7619261459145779,0.8085050887030824,0.797057353702394,0.7730156096350196,0.769953205395082,0.7658247523055176,0.8109736174976541,0.8094878112724262,0.7741481089335693,0.7670860782896787
0.7508961112778892,0.7422910735503971,1.0,0.7394287295467443,0.7056542444504477,0.7267759672853897,0.7459086226751932,0.7457836742786728,0.7519319094088223,0.745754499373218,0.7455900103617806,0.7428604046529715,0.740408082458196,0.7466335980886007,0.7412282145829554,0.7466961002276207,0.7091177258778193,0.7478912413224572,0.7403224495255821,0.7491564117140543,0.7509062078277451,0.7292240311136611,0.7474162573571475,0.6949763553622681,0.6996284757601203,0.7055644600195856,0.7423927599799756,0.7440622694467929,0.7586605402081932,0.7548957507598009,0.7371397093154046,0.7283579276019398,0.06464099064817386,0.744731373993005,0.7317991505470358,0.7446079227127487,0.7351462700065075,0.7372131607345641,0.7008673742002307,0.7519170960998365,0.7360471126841406,0.740690581163135,0.7447701273713757,0.7466281819765752,0.7407109088107799,0.7489030005981445,0.7462496654231057,0.7454551598916848,0.7495017731526084,0.762214859444454
0.7600690314058157,0.7619903559413975,0.7394287295467443,1.0,0.7338246721790771,0.7431974155102036,0.7509179473608503,0.8255089276772491,0.751991882012215,0.8270735589478148,0.7482079190590292,0.8346424726354766,0.758780292853072,0.8332289554194181,0.850207137491505,0.7599672961761648,0.7361874475236075,0.752689525667027,0.751665019734556,0.7538678538141899,0.7531043739608502,0.7391353143311972,0.7586452085279531,0.7215231370169647,0.727234566092196,0.7222976831887632,0.7545015346657069,0.8350872872932995,0.7691787917072879,0.7614044071688311,0.8179460292884121,0.7655397883833317,0.05790482868610358,0.7510570929284467,0.7508469069324208,0.795614673981271,0.751332785482952,0.7508355839414379,0.7517581363738373,0.7510458035933689,0.8322761488033673,0.7541345667581801,0.7516408362142002,0.8376581350276713,0.827472319997852,0.7628297786290106,0.7554134232499806,0.7563948740121933,0.81172330789353,0.7696973592444488
0.7437167699968239,0.759247231151139,0.7056542444504477,0.7338246721790771,1.0,0.7579837946098296,0.7345081475209062,0.7370536340752567,0.7420793443725775,0.7364620203834704,0.7884437433232081,0.7267014057743804,0.786628911923668,0.7265398210540237,0.7342403782716012,0.7528957353396359,0.7618391769068715,0.764006674383562,0.7630795491300146,0.7385383290457408,0.7681686031174829,0.7531684600078299,0.770523620552538,0.7585556775182105,0.7569746478475996,0.7541995599734207,0.7710964379248371,0.7222794125206367,0.7355921143700865,0.7387681965900554,0.7268299622985537,0.7886753560581655,0.059444227797002314,0.7725831118279827,0.7672773440672292,0.7262657061557618,0.7378983782756869,0.7840572277018006,0.7125322252276856,0.7756048607056725,0.736514927954544,0.7666056030062272,0.7817986530792898,0.734129261924455,0.7377848410715856,0.7271788620636782,0.7755420111351413,0.7765832767487589,0.7278304528328015,0.7349149804535224
0.7624309883138952,0.8103818846571603,0.7267759672853897,0.7431974155102036,0.7579837946098296,1.0,0.767689862083314,0.7558121475618741,0.7453820954062491,0.745980519749107,0.7759346519470424,0.7492903150847421,0.7831575989559256,0.7445018587890457,0.7396303806058262,0.7673942858595072,0.7758452343651976,0.7864523073086672,0.7942482869491924,0.7657402377002284,0.7851688430062717,0.8024318090512554,0.7876679933334901,0.7701012314218326,0.7846034914297776,0.7596008587207745,0.7898737584607086,0.7483328198833865,0.7565603612225892,0.7472445899422897,0.7392257977160879,0.7939452171016018,0.055759231621284155,0.7877521315445128,0.8064787817115302,0.7504536237946469,0.7582940931291746,0.7849991278563155,0.705521241059948,0.7874601906520086,0.7399841363949766,0.7966727095409041,0.790477960623874,0.755055613960725,0.7533503267923765,0.7525555773826466,0.7971244903295784,0.7972228445385336,0.7498750986329592,0.7532441249183761
0.7628538955499823,0.7698387399631962,0.7459086226751932,0.7509179473608503,0.7345081475209062,0.767689862083314,1.0,0.7548763403041823,0.7619507342273145,0.7496468943166219,0.7688065536942528,0.749541207021539,0.7733879257525833,0.7540061618308418,0.7432485848093111,0.8987706620816173,0.740399545390229,0.8016681846415095,0.7949014070657358,0.9477822984761829,0.7977741426348008,0.7769631420465253,0.7985819337526111,0.7247379014563968,0.7395020536943417,0.7396349237934721,0.7767182169271858,0.7466810725302208,0.7652798993213267,0.7649043130779835,0.743783306784666,0.7712605103085033,0.05956977663276941,0.7819670720729524,0.7744697190773463,0.7657936146730326,0.9179510427192568,0.7631130682145085,0.7156742052091914,0.7823876726988301,0.7446681066751244,0.7768340257135665,0.7798608609918061,0.754217106156936,0.7526636787218015,0.752805131514175,0.7703170041006433,0.7701396091696151,0.7547059004392646,0.7757479468874274
0.7680256459147795,0.7682661279155398,0.7457836742786728,0.8255089276772491,0.7370536340752567,0.7558121475618741,0.7548763403041823,1.0,0.7562263215140808,0.8277211805503353,0.7542700868347708,0.8224895734034097,0.7662614551062982,0.8153010944623567,0.8113422133738883,0.7582132816302755,0.740804713705529,0.7599458928645231,0.7623010715137605,0.7580509519960464,0.7660450185333287,0.7471482546010878,0.7643390277748993,0.7272379895404844,0.7282866391647511,0.7311956871574927,0.7641595636664263,0.8779853349153686,0.777178030791602,0.7630413663085899,0.8116844118192408,0.7647417895182347,0.05590292168320976,0.7591362361466076,0.7506683778538273,0.7992490386586051,0.7493535335278881,0.7639085997832078,0.7563103773896133,0.7633858129672195,0.8166991007685325,0.7611371403777663,0.761420697184935,0.8807296741843658,0.8667776075316949,0.7680009765504261,0.7598559045266032,0.7606290587949815,0.8141375265023115,0.7724257811535303
0.7950433486927965,0.7638646872456946,0.7519319094088223,0.751991882012215,0.7420793443725775,0.7453820954062491,0.7619507342273145,0.7562263215140808,1.0,0.7596799192343869,0.7725087852183258,0.749689877329284,0.7771597959983867,0.7540082965138015,0.7545590255363793,0.7711051633721857,0.7362085044227531,0.764475291103725,0.7634024903728689,0.7660495546319596,0.764131575618478,0.7547831563892844,0.7718533139492275,0.72870919147344,0.7275851243148499,0.7354771870097822,0.7679306887900776,0.74700781018214,0.7753477661516051,0.8035127614254509,0.7453513521252033,0.7624688370559806,0.05501364877191828,0.7704446309074833,0.7604816311073356,0.758407590802022,0.7587900493069366,0.7631077410011711,0.7017242684877945,0.7774911642723376,0.746393399620622,0.7718084249300401,0.7745286119123844,0.752275491188708,0.7473009597938993,0.7643416214387218,0.7659099167598132,0.7649381418463936,0.7537592373580351,0.7830911614973062
0.765798882490248,0.7722959435179448,0.745754499373218,0.8270735589478148,0.7364620203834704,0.745980519749107,0.7496468943166219,0.8277211805503353,0.7596799192343869,1.0,0.767758339226631,0.8225768827168953,0.7702627486354101,0.8243214013490825,0.8206978310583268,0.758477159329924,0.7308781155807994,0.7566864427812887,0.7565319533330602,0.7536630184712318,0.7586108646861516,0.7449842290392872,0.7583832806615085,0.7243145769796004,0.7198251847739543,0.7252191288392063,0.7638459446321267,0.8252187401358537,0.7768060755514741,0.7658802524226006,0.8218832317015525,0.7507729490424591,0.059721218041945634,0.754591842777283,0.7567437399002233,0.8059775679944217,0.7451688694757982,0.7585008365165652,0.7577510816685599,0.7678368514582995,0.8283410808951495,0.7629984093078512,0.7618231207195626,0.8321846136004759,0.8265638298603152,0.7617390900900007,0.7583718948913146,0.7570772607051468,0.8284618162062662,0.7680079295480524
