GCF_000163235.1_ASM16323v1_genomic.fna,GCF_000164555.1_ASM16455v1_genomic.fna,GCF_000208545.1_ASM20854v2_genomic.fna,GCF_000233875.1_ASM23387v1_genomic.fna,GCF_000249735.1_ASM24973v2_genomic.fna,GCF_000261145.1_Esch_coli_M919_V2_genomic.fna,GCF_000267705.2_ASM26770v2_genomic.fna,GCF_000350665.1_Esch_coli_KTE5_V1_genomic.fna,GCF_000351625.1_Esch_coli_KTE66_V1_genomic.fna,GCF_000352285.1_Esch_coli_KTE46_V1_genomic.fna,GCF_000358895.1_ASM35889v1_genomic.fna,GCF_000456385.1_Esch_coli_HVH_26_4-5703913_V1_genomic.fna,GCF_000458195.1_Esch_coli_HVH_147_4-5893887_V1_genomic.fna,GCF_000459755.1_Esch_coli_KOEGE_58_171a_V1_genomic.fna,GCF_000460055.1_Esch_coli_UMEA_3053-1_V1_genomic.fna,GCF_000462165.2_ASM46216v2_genomic.fna,GCF_000601135.1_ASM60113v1_genomic.fna,GCF_000614595.1_Ec2010EL1058_genomic.fna,GCF_000617745.1_Ec2010C-4529_genomic.fna,GCF_000618265.2_EcF6751_genomic.fna,GCF_000619005.2_Ec2009C-4052_genomic.fna,GCF_000619105.1_Ec2009C-4780_genomic.fna,GCF_000619765.2_Ec2009C-3279_genomic.fna,GCF_000687005.1_ASM68700v1_genomic.fna,GCF_000687025.1_ASM68702v1_genomic.fna,GCF_000700125.1_ASM70012v1_genomic.fna,GCF_000753315.1_FHI35_genomic.fna,GCF_000776375.1_ASM77637v1_genomic.fna,GCF_000779395.1_ASM77939v1_genomic.fna,GCF_000780315.1_ASM78031v1_genomic.fna,GCF_000781995.1_ASM78199v1_genomic.fna,GCF_000986765.1_ASM98676v1_genomic.fna,GCF_001041375.1_ViralProj287958_genomic.fna,GCF_001265335.1_302014_genomic.fna,GCF_001265625.1_100854_genomic.fna,GCF_001267345.1_303289_genomic.fna,GCF_001309985.1_ASM130998v1_genomic.fna,GCF_001521695.1_ASM152169v1_genomic.fna,GCF_001592595.1_ASM159259v1_genomic.fna,GCF_001614975.1_ASM161497v1_genomic.fna,GCF_001692775.1_ASM169277v1_genomic.fna,GCF_001748915.1_ASM174891v1_genomic.fna,GCF_001749235.1_ASM174923v1_genomic.fna,GCF_001881155.1_ASM188115v1_genomic.fna,GCF_001881345.1_ASM188134v1_genomic.fna,GCF_001892405.1_ASM189240v1_genomic.fna,GCF_001892585.1_ASM189258v1_genomic.fna,GCF_001893985.1_ASM189398v1_genomic.fna,GCF_002001595.1_ASM200159v1_genomic.fna,GCF_002002145.1_ASM200214v1_genomic.fna
1.0,0.42391157837983556,0.3390219052470708,0.35633245382585754,0.4155773420479303,0.40053333333333335,0.3896769109535067,0.3610608020698577,0.4917892331857775,0.36965033076819226,0.42102248317342117,0.371853999209382,0.4151255865304996,0.35296447907038164,0.3433922996878252,0.396,0.39935501209352325,0.3991139750302054,0.39775796866558616,0.3868651259955608,0.3873673175206395,0.3972326706072004,0.40589962626801923,0.423542507304856,0.40262197594269494,0.3982530367135253,0.3999729839254356,0.35898447776900816,0.43742151527835915,0.4880273660205245,0.33866427840327534,0.3963036303630363,0.0,0.3925171866737176,0.39798524404086266,0.35567896337432237,0.38705035971223023,0.4107771459518007,0.3507096774193548,0.40552681731554585,0.34778681120144533,0.3974136781762432,0.4005922735226814,0.354996776273372,0.36715290440218806,0.39653855942988037,0.38796516231195566,0.38867625709383663,0.3432894221990348,0.4373870743571925
0.42391157837983556,1.0,0.30367647058823527,0.3476233648491128,0.5368882395909423,0.6840437331643163,0.42904819116272863,0.35312063048175923,0.3876345497505907,0.35923229649238914,0.5273639404074186,0.3612869879829435,0.5358887080065118,0.3378918849180751,0.3398282271503653,0.43647457627118647,0.6091006260497785,0.5130559540889527,0.5125649913344887,0.42576621998142494,0.496367700474993,0.5119954029593449,0.5183074512038752,0.7212433510638298,0.7224864687551255,0.6148574988319576,0.5175806684994936,0.35147362978283353,0.39124633039765144,0.389268805891636,0.3296910324039186,0.5260981175128352,0.0,0.5058640666949272,0.6765249537892791,0.33449074074074076,0.4264060630235341,0.545587804163002,0.3365299684542587,0.5238442467551407,0.33535506696992673,0.5844039438302958,0.5272700899332753,0.3602865916069601,0.35922702841054516,0.36088289393010425,0.5779952550415184,0.5785883748517201,0.35047939880798135,0.3860415838961727
0.3390219052470708,0.30367647058823527,1.0,0.2696174595389897,0.2978802528821123,0.29315403422982883,0.2913586231971882,0.2726726726726727,0.31660618195469903,0.2751434988769653,0.30611444996080484,0.277723616865708,0.3060192210419828,0.27031019202363366,0.2711719418306245,0.2961278426551936,0.29769858945805494,0.28991028634631927,0.2867901234567901,0.2892960462873674,0.2891172914147521,0.2922526523562793,0.2960654936461388,0.3055872291904219,0.29564894012644105,0.2906816760475297,0.2937530986613783,0.27184940716293854,0.3130852948620602,0.3240146077320237,0.260255950245186,0.29653073645769934,0.0,0.2929058995611897,0.2857142857142857,0.2754106459182413,0.2902368293861769,0.2979591836734694,0.2681342475640563,0.30345951366257207,0.27044329025244596,0.29537366548042704,0.3006081668114683,0.2735587916716813,0.26948480845442535,0.2912575970079476,0.2937583974593868,0.2937728937728938,0.27307314678448696,0.32065424115633323
0.35633245382585754,0.3476233648491128,0.2696174595389897,1.0,0.34238132703907687,0.3374272786037492,0.3184060721062619,0.6142701355351301,0.3425551350645961,0.6402759526938239,0.346572886498414,0.6466431095406361,0.3445657964837507,0.6921657440026842,0.6928583319460629,0.3212455151204511,0.33407050865096916,0.3358063256540414,0.33254871191316854,0.31560417452533635,0.32654878514183944,0.3363778705636743,0.34378238341968914,0.3393617021276596,0.34425151275980004,0.3325406262386048,0.33695794576182364,0.663994765254376,0.38376534788540245,0.3451524270574382,0.640764331210191,0.34512588766946417,0.0,0.3282970550576184,0.32739969875393676,0.5268491907427015,0.31615423387096775,0.33589376383283426,0.5804077878276866,0.33482142857142855,0.663163001293661,0.3313128707763735,0.3334200937011973,0.6513483325355034,0.650119712689545,0.36742951068403085,0.3256974660865114,0.32603966730646194,0.568445475638051,0.38960152838427947
0.4155773420479303,0.5368882395909423,0.2978802528821123,0.34238132703907687,1.0,0.5489412113134903,0.44362241402931907,0.35239447528075385,0.39245080979788516,0.35311453449430674,0.705334023821854,0.3530409814669799,0.634122919334187,0.3434290229128259,0.34783748361730016,0.4508767047035903,0.5394893111638955,0.5717098288656671,0.5754471793303776,0.441340782122905,0.583984375,0.5919151552413157,0.5969853836784409,0.5495892911469425,0.5398599314558188,0.5358325805480277,0.6130040637699281,0.34787735849056606,0.4002184002184002,0.39956919763058696,0.33320537428023034,0.5968768950879321,0.0,0.5914125322409346,0.5338545738858483,0.3378325252260516,0.4416382252559727,0.624041321020504,0.3441650548033527,0.6203309692671395,0.3412432293010059,0.5438544593994972,0.6272970001570598,0.34291581108829566,0.34755704524945213,0.3597909927842747,0.5535449421536636,0.55459940652819,0.34017250392054366,0.387683600592912
0.40053333333333335,0.6840437331643163,0.29315403422982883,0.3374272786037492,0.5489412113134903,1.0,0.444565069887366,0.35237000127762874,0.38685842459427366,0.34346624555862615,0.5341013824884793,0.34157274590163933,0.54,0.33514633514633513,0.33299127757824526,0.4497660335810625,0.6080417434008594,0.5299095418733586,0.5188156359393232,0.4415216511533792,0.5033168666196189,0.5197502178332849,0.5293693173618127,0.7101328903654485,0.7202635914332784,0.604014314610238,0.5161384123291655,0.345456898783329,0.39421654337592466,0.3817416469350171,0.3228198039708469,0.5266857962697274,0.0,0.5223387444332711,0.697244566147527,0.3438843298163345,0.4402592142567841,0.5372434017595308,0.35512094698919194,0.5298188779266676,0.3328259766615931,0.6000606888180853,0.5296610169491526,0.3417946439903541,0.3456931702344546,0.359862017986941,0.5919963893485783,0.5933172787477423,0.33612686952037135,0.3913624816151892
0.3896769109535067,0.42904819116272863,0.2913586231971882,0.3184060721062619,0.44362241402931907,0.444565069887366,1.0,0.31939116445984406,0.3924250394529195,0.3197331280472158,0.4555973387330055,0.3170244633050424,0.45161290322580644,0.314311021131216,0.31338602433822604,0.932083029861617,0.44075894075894073,0.4816944873053724,0.47145462196661525,0.9759500642555535,0.4760594386351128,0.471113591962043,0.4839427220909217,0.4524576389861364,0.437218199207542,0.4393015521064302,0.44916540212443096,0.3160738971974362,0.36527650673290624,0.3775550058586122,0.3027027027027027,0.44681425485961124,0.0,0.44889371521650606,0.44026516789162706,0.33290587330084637,0.9795504789977892,0.43141772838167525,0.3251311516362728,0.4447818884594147,0.30517879161528977,0.428782784129119,0.44723480170166047,0.3142046155744786,0.31739938080495356,0.3401253918495298,0.4208211143695015,0.42116486738637876,0.31188740889670774,0.37554126755019024
0.3610608020698577,0.35312063048175923,0.2726726726726727,0.6142701355351301,0.35239447528075385,0.35237000127762874,0.31939116445984406,1.0,0.34114649681528664,0.6247219574197649,0.34679590737749055,0.608462363942971,0.35363457760314343,0.6098207326578332,0.5962275724582119,0.323673315769665,0.3437900128040973,0.338302752293578,0.3385523613963039,0.31713019936007875,0.32884902840059793,0.3339272079409519,0.3415065722952477,0.3602427120432661,0.3459014283875949,0.34069072968060243,0.34064946733410345,0.8523394413805373,0.39387837293596456,0.3467741935483871,0.5970917903665556,0.3441795938958255,0.0,0.33258003766478345,0.3350356134928101,0.5075127644055434,0.3166974738139248,0.35759534583063995,0.5688578227245688,0.3477528817510685,0.6039317281316672,0.33878326996197716,0.3392081736909323,0.8364550815123135,0.8212809917355371,0.35977859778597787,0.33086388749372175,0.33119899560577526,0.5434944237918216,0.3845642933049947
0.4917892331857775,0.3876345497505907,0.31660618195469903,0.3425551350645961,0.39245080979788516,0.38685842459427366,0.3924250394529195,0.34114649681528664,1.0,0.35432230522945574,0.40811117413499715,0.3437379079066168,0.4013930620049167,0.343950714379342,0.3420335021425789,0.39563074463833753,0.3809965544659422,0.3859136212624585,0.37749401436552277,0.3906842862750229,0.3756654979872744,0.3912578532281781,0.3903179000131909,0.39901612462421426,0.38337551618489407,0.3812988412826731,0.3887252276379218,0.3425974025974026,0.4205594598318865,0.5005745475438093,0.3354591836734694,0.3799217731421121,0.0,0.3810272536687631,0.3823075844665639,0.35445544554455444,0.3916065573770492,0.3812425486819446,0.3420884048686739,0.39489671931956255,0.33712896622313204,0.38706691351494316,0.39533637094612706,0.3377862595419847,0.339454220862025,0.39052804862606055,0.3761767782426778,0.376519806510655,0.33221302998965874,0.43337950138504155
0.36965033076819226,0.35923229649238914,0.2751434988769653,0.6402759526938239,0.35311453449430674,0.34346624555862615,0.3197331280472158,0.6247219574197649,0.35432230522945574,1.0,0.3610404297427198,0.6175247841381516,0.3553347849755035,0.6407254740313273,0.6192704970948999,0.3259056554599948,0.3397325566000265,0.3393730987964555,0.33821376281112736,0.31805998723675816,0.3290289256198347,0.3374801482265749,0.33655352480417755,0.3463414634146341,0.34314639669641667,0.3431425485961123,0.34092422426421626,0.644706653556211,0.38716384807319104,0.3599195710455764,0.6541402310069953,0.3356716030137698,0.0,0.32582232582232584,0.3299012105189926,0.5331793687451886,0.31828644501278774,0.3407044491525424,0.6033096926713948,0.3466702470461869,0.6594179202092871,0.3382816605359958,0.33518225039619653,0.6296473591830222,0.6444229529335912,0.3612492033142129,0.33111979166666666,0.33129393387138767,0.5771716853224026,0.383693706101088
0.42102248317342117,0.5273639404074186,0.30611444996080484,0.346572886498414,0.705334023821854,0.5341013824884793,0.4555973387330055,0.34679590737749055,0.40811117413499715,0.3610404297427198,1.0,0.34777278299959136,0.6764807162534435,0.3495630461922597,0.34710970753810244,0.4654004711425206,0.5327551494502091,0.6082156194187368,0.6049624551093699,0.4529115744069015,0.5968918490326673,0.6283360790774299,0.6207119741100323,0.5645031406023514,0.5302607076350093,0.5438819235042057,0.6346281540504648,0.3499312242090784,0.39526593469271354,0.41112059158134245,0.33898761443187936,0.5945474718655889,0.0,0.5984679221193744,0.5340124876766349,0.35466815082788367,0.4532488114104596,0.6221130221130221,0.3547991831177672,0.6478494623655914,0.3436654033567948,0.5500077772592938,0.6368150968382718,0.34359870898332434,0.34610196924736986,0.3663922644714491,0.5334253296534806,0.5338034646634984,0.3460850419705518,0.399174024494446
0.371853999209382,0.3612869879829435,0.277723616865708,0.6466431095406361,0.3530409814669799,0.34157274590163933,0.3170244633050424,0.608462363942971,0.3437379079066168,0.6175247841381516,0.34777278299959136,1.0,0.3500132030631106,0.6389156239974334,0.7759958613554061,0.3221476510067114,0.33913604126370084,0.33038914490527393,0.33298889175923535,0.31361607142857145,0.3347661188369153,0.33504955592740376,0.34099323375462787,0.3525122630253215,0.34193464730290457,0.34068241469816274,0.33475397132894225,0.6269740998104865,0.3916282850176104,0.3517268242015061,0.5830678197542103,0.3436942675159236,0.0,0.332994923857868,0.334057577403585,0.509746012994684,0.31448104412678685,0.34372171214276476,0.5690665865023298,0.34149837133550487,0.615730685696556,0.33431197344906816,0.33883870967741936,0.6203803927632596,0.627740631317058,0.37052341597796146,0.3334604627510806,0.33447793463054815,0.5371950306840293,0.3826250167582786
0.4151255865304996,0.5358887080065118,0.3060192210419828,0.3445657964837507,0.634122919334187,0.54,0.45161290322580644,0.35363457760314343,0.4013930620049167,0.3553347849755035,0.6764807162534435,0.3500132030631106,1.0,0.34204909284951973,0.3458067940552017,0.459551518592109,0.5396658136384164,0.628380528157811,0.645030754289414,0.4492431606721289,0.6444268774703558,0.7127766599597586,0.7122290253185504,0.5646417445482866,0.5303303303303303,0.5418454935622318,0.6856575024842663,0.35032610142419807,0.398783185840708,0.4085164835164835,0.3364109232769831,0.6399936868686869,0.0,0.6879282218597064,0.5403123008285532,0.342982924226254,0.4493600445186422,0.6597469996756407,0.3472222222222222,0.7003186315612947,0.3410903386063538,0.5473399458972047,0.670863309352518,0.3433107756376887,0.3450300026089225,0.36194924883221813,0.542089552238806,0.5419961211397881,0.3394701986754967,0.39755057107472136
0.35296447907038164,0.3378918849180751,0.27031019202363366,0.6921657440026842,0.3434290229128259,0.33514633514633513,0.314311021131216,0.6098207326578332,0.343950714379342,0.6407254740313273,0.3495630461922597,0.6389156239974334,0.34204909284951973,1.0,0.6895631877292431,0.3181118522319138,0.3281351526965562,0.3333333333333333,0.3284929356357928,0.3121932804832012,0.31857396599847754,0.332854531209193,0.33647880041365047,0.33258098778544876,0.3356065573770492,0.3289699854555071,0.3349960619585193,0.6582692622280386,0.38865228740211566,0.3433853415497574,0.6351910828025478,0.3361214772873504,0.0,0.3236461400588913,0.3220640569395018,0.5204050785973398,0.31290200529701095,0.3342901878914405,0.5697478991596638,0.3339038841342989,0.656431803490627,0.33040217250743564,0.32921114293152826,0.6434034416826003,0.6445331205107742,0.36317653009610523,0.32138743120440294,0.32189939843849996,0.5686122322260168,0.38899534629071997
0.3433922996878252,0.3398282271503653,0.2711719418306245,0.6928583319460629,0.34783748361730016,0.33299127757824526,0.31338602433822604,0.5962275724582119,0.3420335021425789,0.6192704970948999,0.34710970753810244,0.7759958613554061,0.3458067940552017,0.6895631877292431,1.0,0.3143002157086664,0.332902057187217,0.33015094826474,0.32620805803860603,0.31178232651023463,0.32544603315196763,0.33571335843177985,0.33997685482834,0.33672391017173053,0.3346333853354134,0.33031377182617827,0.33298660772331296,0.6337330135891287,0.3841347459929367,0.341821488891776,0.6252158894645942,0.3387488806447486,0.0,0.3271777890983189,0.3269309358398038,0.5151650978634394,0.3113360829896263,0.33731188375713544,0.5736210302385656,0.33748035620743844,0.6444373706827948,0.3301693175987686,0.3371005455962588,0.6195669107337591,0.6216427232979388,0.3650873444765615,0.33086072387773374,0.3312020460358056,0.5536068323928626,0.3914581066376496
0.396,0.43647457627118647,0.2961278426551936,0.3212455151204511,0.4508767047035903,0.4497660335810625,0.932083029861617,0.323673315769665,0.39563074463833753,0.3259056554599948,0.4654004711425206,0.3221476510067114,0.459551518592109,0.3181118522319138,0.3143002157086664,1.0,0.4431394224126019,0.4725274725274725,0.4728253157371931,0.9283128167994207,0.461993941063068,0.47455470737913485,0.48003362757461115,0.4552545738193164,0.43876140447884987,0.4421052631578947,0.44904502997351176,0.32088220295767467,0.3688394276629571,0.38602065131056396,0.3063994023904382,0.44019008825526135,0.0,0.44857377948436644,0.4408805948388978,0.33666969972702454,0.9302958794699583,0.4389975213439824,0.32919726513041275,0.449468085106383,0.31072456513577773,0.4356733133023764,0.4478978770639656,0.31757939484871217,0.32066240120436584,0.34556126192223036,0.42694805194805197,0.42729609089679427,0.3196627060176313,0.3770578863515667
